C/C++,LINEAR REGRESSION (GRADIENT DESCENT),MSE,2.29506e-06
C/C++,LINEAR REGRESSION (NORMAL EQUATION),MSE,2.29365e-06
C/C++,LOGISTIC REGRESSION,ACCURACY,0.866667
C/C++,K-NEAREST NEIGHBORS,ACCURACY,0.866667
C/C++,GAUSSIAN NAIVE BAYES,ACCURACY,0.866667
